Restaurant ID,Restaurant name,Subzone,City,Overview,Metric,"09 Jun, 2026","10 Jun, 2026","11 Jun, 2026","12 Jun, 2026","13 Jun, 2026","14 Jun, 2026","15 Jun, 2026"
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Customer funnel,Menu to cart (%),11.1,7,8.1,5,15.2,15.5,16.3
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Customer funnel,Cart builds,12,9,12,7,27,32,24
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Customer funnel,Cart to orders (%),0,11.1,8.3,14.3,40.7,28.1,50
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Customer funnel,Placed Orders,0,1,1,1,11,9,12
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Customer segmentation,New user orders,0,1,1,1,11,8,10
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Customer segmentation,Repeat user orders,0,0,0,0,0,0,2
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Customer segmentation,Lapsed user orders,0,0,0,0,0,1,0
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Customer segmentation,Breakfast orders,0,0,0,0,0,0,0
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Customer segmentation,Lunch orders,0,1,0,1,4,0,3
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Customer segmentation,Snacks orders,0,0,0,0,1,1,3
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Customer segmentation,Dinner orders,0,0,1,0,5,8,6
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Customer segmentation,Late night orders,0,0,0,0,1,0,0
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Ads,Sales from ads (Rs),0,327.8,728,473,5750,7445.790000000001,6778.58
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Ads,Ads CTR (%),6.6,6,6.6,4.4,6.6,7.6,6.8
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Ads,Ads impressions,1313,1628,1940,2900,2276,2321,1865
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Ads,Ads menu opens,87,98,128,128,151,176,127
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Ads,Ads orders,0,1,1,1,9,8,12
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Ads,Ads spend (Rs),441.0000305175781,441.0000305175781,921.0000610351562,1101.0000305175781,981.0000915527344,981.0000915527344,981.0000915527344
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Ads,Ads ROI,0,0.7433106061586406,0.790445115912116,0.42960943405028207,6.187563133039425,8.116207193617777,7.44444374968483
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Offers,Orders with offers,0,0,0,0,4412.7,7487.81,3935.71
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Offers,Gross sales from offers (Rs),0,0,0,0,4,7,8
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Offers,Discount given (Rs),0,0,0,0,500,659.0089988708496,524.4199914932251
22467614,Kake Di Hatti,Krishna Nagar,Delhi NCR,Offers,Effective discount (%),0,0,0,0,11.330930674400618,8.80109128989598,13.324660523721784
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Sales,Delivered orders,0,2,4,6,5,5,1
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Sales,Sales (Rs),0,235.25,1321.1500244140625,2278.300048828125,1345.699951171875,1665.3499755859375,507.45001220703125
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Sales,Market share (%),0,0,0,0,0,0,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer experience,Average rating,4,4,4,4,4,4,4
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer experience,Rated orders,0,0,1,1,1,0,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer experience,Bad orders,0,0,0,0,0,1,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer experience,Rejected orders,0,0,0,0,0,0,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer experience,KPT+10 delayed orders,0,0,0,0,0,1,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer experience,Poor rated orders,0,0,0,0,0,0,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer experience,Total complaints,0,0,0,0,0,0,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer experience,Non-refunded complaints,0,0,0,0,0,0,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer experience,Total complaints - Poor packaging,0,0,0,0,0,0,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer experience,Total complaints - Poor quality,0,0,0,0,0,0,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer experience,Total complaints - Wrong order,0,0,0,0,0,0,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer experience,Total complaints - Missing items,0,0,0,0,0,0,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer experience,Self logs other ors,0,0,0,0,0,0,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer experience,Lost sales (Rs),0,0,0,0,0,0,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer experience,Online %,100,100,100,100,100,100,100
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer experience,Offline time (in hours),0,0,0,0,0,0,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer experience,KPT (in minutes),0,15.09,15.2625,2.1357,17.764,23.3033,49.42
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer experience,FOR accuracy (%),0,50,100,85.7,100,80,100
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer funnel,Impressions,237,268,785,1472,1340,712,286
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer funnel,Impressions to menu (%),8.4,4.9,5.1,7.7,5.5,5.5,4.9
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer funnel,Menu opens,20,13,40,114,74,39,14
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer funnel,Menu to cart (%),15,38.5,20,14,12.2,25.6,28.6
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer funnel,Cart builds,3,5,8,16,9,10,4
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer funnel,Cart to orders (%),0,40,50,43.8,55.6,50,25
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer funnel,Placed Orders,0,2,4,7,5,5,1
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer segmentation,New user orders,0,1,4,7,5,2,1
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer segmentation,Repeat user orders,0,1,0,0,0,3,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer segmentation,Lapsed user orders,0,0,0,0,0,0,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer segmentation,Breakfast orders,0,0,0,0,0,0,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer segmentation,Lunch orders,0,1,0,0,0,2,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer segmentation,Snacks orders,0,0,0,0,0,0,1
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer segmentation,Dinner orders,0,0,4,3,1,1,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Customer segmentation,Late night orders,0,1,0,4,4,2,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Ads,Sales from ads (Rs),0,0,1186.65,2530.1,1176.1,1496.35,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Ads,Ads CTR (%),0,0,5.3,8.2,5.9,5.1,4.7
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Ads,Ads impressions,0,0,589,1251,1107,490,193
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Ads,Ads menu opens,0,0,31,102,65,25,9
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Ads,Ads orders,0,0,3,7,4,4,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Ads,Ads spend (Rs),0,0,119,153,136,214.00847625732422,90.04237747192383
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Ads,Ads ROI,0,0,11.529411764705882,19.875816993464053,9.558823529411764,8.20528247623511,0
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Offers,Orders with offers,0,235.25,1321.15,2530.0999,537.7,970.35,507.45
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Offers,Gross sales from offers (Rs),0,2,4,7,3,4,1
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Offers,Discount given (Rs),0,141.75,207.8499984741211,510.9000015258789,183.3000030517578,319.6499996185303,83.55000305175781
22687388,House Of Dalchini,"Varthur Main Road, Whitefield",Bengaluru,Offers,Effective discount (%),0,60.255047821466526,15.7325053652634,20.192878981277083,34.08964085743439,32.94172284855393,16.464676528113035
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Sales,Delivered orders,53,59,43,54,43,63,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Sales,Sales (Rs),16359.7998046875,17432.419921875,12038.6396484375,15746.76953125,13697.419921875,18913.560546875,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Sales,Market share (%),0,0,0,0,0,0,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer experience,Average rating,3.9293999671936035,3.937000036239624,3.937000036239624,3.934000015258789,3.937000036239624,3.9191999435424805,3.892400026321411
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer experience,Rated orders,2,7,3,8,4,3,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer experience,Bad orders,4,6,0,7,10,6,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer experience,Rejected orders,0,0,0,0,1,1,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer experience,KPT+10 delayed orders,3,4,0,3,6,4,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer experience,Poor rated orders,1,2,0,4,3,2,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer experience,Total complaints,0,0,0,0,1,0,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer experience,Non-refunded complaints,0,0,0,0,1,0,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer experience,Total complaints - Poor packaging,0,0,0,0,0,0,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer experience,Total complaints - Poor quality,0,0,0,0,0,0,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer experience,Total complaints - Wrong order,0,0,0,0,1,0,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer experience,Total complaints - Missing items,0,0,0,0,0,0,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer experience,Self logs other ors,2,0,0,0,1,2,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer experience,Lost sales (Rs),0,0,0,0,233,408,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer experience,Online %,97.03,99.31,99.3,100,96.46,99.55,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer experience,Offline time (in hours),0,0,0,0,0,0,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer experience,KPT (in minutes),6.2751,4.8153,3.4368,5.318,8.4787,5.4238,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer experience,FOR accuracy (%),75.5,75,75,64.8,62.2,69.2,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer funnel,Impressions,4966,4973,4758,5072,5195,6982,190
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer funnel,Impressions to menu (%),9.2,8.5,7.4,8.4,8.1,8.6,8.4
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer funnel,Menu opens,458,425,352,427,419,602,16
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer funnel,Menu to cart (%),39.3,46.4,35.8,43.8,37.5,40.5,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer funnel,Cart builds,180,197,126,187,157,244,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer funnel,Cart to orders (%),29.4,30.5,34.9,28.9,28.7,26.6,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer funnel,Placed Orders,53,60,44,54,45,65,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer segmentation,New user orders,19,22,18,9,16,31,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer segmentation,Repeat user orders,20,28,20,31,15,23,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer segmentation,Lapsed user orders,14,10,6,14,14,11,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer segmentation,Breakfast orders,0,0,0,0,0,5,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer segmentation,Lunch orders,22,25,10,19,18,31,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer segmentation,Snacks orders,6,6,1,5,1,4,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer segmentation,Dinner orders,25,29,30,28,24,24,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Customer segmentation,Late night orders,0,0,3,2,2,1,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Ads,Sales from ads (Rs),13132.81,16426.420000000002,9790.080000000002,13981.11,12619.73,15494.77,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Ads,Ads CTR (%),10.1,10.4,8.6,10,10.1,10.4,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Ads,Ads impressions,4301,3686,3590,3570,3669,4547,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Ads,Ads menu opens,435,385,307,356,370,475,1
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Ads,Ads orders,47,54,38,48,40,50,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Ads,Ads spend (Rs),2803.000213623047,2355.0000762939453,1822.5001068115234,1965.0000762939453,2104.000015258789,2165.0001373291016,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Ads,Ads ROI,6.220120824558986,8.498908429547663,6.593097007287388,8.669190503100893,7.3203088822723155,9.314863150484163,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Offers,Orders with offers,10510.8,12356.45,5646.67,11006.78,7364.44,12644.56,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Offers,Gross sales from offers (Rs),43,44,25,43,30,49,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Offers,Discount given (Rs),4568.209009647369,4035.7469987869263,2640.3010063171387,3530.907006263733,3092.5279970169067,5299.181999206543,0
20426801,Chickpet Donne Biryani House,Tumkur Locality,Tumkur,Offers,Effective discount (%),43.46204945897729,32.661055035999844,46.75855048811523,32.079381240895835,41.992711212556706,41.908790652133234,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Sales,Delivered orders,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Sales,Sales (Rs),0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Sales,Market share (%),0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer experience,Average rating,3.6810998916625977,3.6814000606536865,3.683199882507324,3.6826000213623047,3.681999921798706,3.6840999126434326,3.683799982070923
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer experience,Rated orders,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer experience,Bad orders,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer experience,Rejected orders,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer experience,KPT+10 delayed orders,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer experience,Poor rated orders,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer experience,Total complaints,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer experience,Non-refunded complaints,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer experience,Total complaints - Poor packaging,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer experience,Total complaints - Poor quality,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer experience,Total complaints - Wrong order,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer experience,Total complaints - Missing items,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer experience,Self logs other ors,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer experience,Lost sales (Rs),0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer experience,Online %,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer experience,Offline time (in hours),0,0,0,16,16,16,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer experience,KPT (in minutes),0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer experience,FOR accuracy (%),0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer funnel,Impressions,205,207,225,261,338,284,208
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer funnel,Impressions to menu (%),5.4,6.8,4.9,3.4,3,2.1,4.3
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer funnel,Menu opens,11,14,11,9,10,6,9
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer funnel,Menu to cart (%),0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer funnel,Cart builds,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer funnel,Cart to orders (%),0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer funnel,Placed Orders,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer segmentation,New user orders,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer segmentation,Repeat user orders,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer segmentation,Lapsed user orders,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer segmentation,Breakfast orders,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer segmentation,Lunch orders,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer segmentation,Snacks orders,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer segmentation,Dinner orders,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer segmentation,Late night orders,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Ads,Sales from ads (Rs),0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Ads,Ads CTR (%),0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Ads,Ads impressions,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Ads,Ads menu opens,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Ads,Ads orders,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Ads,Ads spend (Rs),0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Ads,Ads ROI,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Offers,Orders with offers,0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Offers,Gross sales from offers (Rs),0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Offers,Discount given (Rs),0,0,0,0,0,0,0
20558203,Bikaner Express,Gomti Nagar,Lucknow,Offers,Effective discount (%),0,0,0,0,0,0,0
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Sales,Delivered orders,35,19,28,17,25,18,21
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Sales,Sales (Rs),10890.75,5987.5,11085.099609375,8024.83984375,8514.3095703125,5952,7119.2998046875
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Sales,Market share (%),0,0,0,0,0,0,0
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer experience,Average rating,3.8877999782562256,3.8903000354766846,3.898099899291992,3.9096999168395996,3.898099899291992,3.9112000465393066,3.9112000465393066
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer experience,Rated orders,4,1,1,1,4,1,0
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer experience,Bad orders,2,2,1,0,1,1,1
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer experience,Rejected orders,0,0,0,0,0,0,0
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer experience,KPT+10 delayed orders,1,2,0,0,1,0,0
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer experience,Poor rated orders,1,0,0,0,0,0,0
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer experience,Total complaints,0,0,1,0,0,1,1
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer experience,Non-refunded complaints,0,0,1,0,0,1,1
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer experience,Total complaints - Poor packaging,0,0,0,0,0,0,0
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer experience,Total complaints - Poor quality,0,0,0,0,0,1,1
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer experience,Total complaints - Wrong order,0,0,0,0,0,0,0
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer experience,Total complaints - Missing items,0,0,1,0,0,0,0
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer experience,Self logs other ors,0,0,0,0,0,0,0
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer experience,Lost sales (Rs),0,0,0,0,0,0,0
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer experience,Online %,100,95.39,100,100,100,100,100
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer experience,Offline time (in hours),0,0,0,0,0,0,0
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer experience,KPT (in minutes),13.6141,12.2544,8.9304,12.2075,13.1729,10.38,16.9556
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer experience,FOR accuracy (%),78.4,89.5,92.9,94.1,84,94.4,95.2
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer funnel,Impressions,4717,5618,5570,6153,5638,7857,3417
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer funnel,Impressions to menu (%),6.3,5.5,5.6,5.4,6.8,5.5,6
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer funnel,Menu opens,296,310,313,330,385,430,205
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer funnel,Menu to cart (%),37.8,31.3,30.4,30.3,30.9,25.1,34.6
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer funnel,Cart builds,112,97,95,100,119,108,71
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer funnel,Cart to orders (%),33,19.6,29.5,17,21,16.7,29.6
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer funnel,Placed Orders,37,19,28,17,25,18,21
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer segmentation,New user orders,16,8,14,5,10,8,8
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer segmentation,Repeat user orders,18,10,14,11,13,8,10
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer segmentation,Lapsed user orders,3,1,0,1,2,2,3
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer segmentation,Breakfast orders,0,0,0,0,0,0,0
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer segmentation,Lunch orders,13,10,14,3,8,4,7
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer segmentation,Snacks orders,0,0,0,1,1,2,1
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer segmentation,Dinner orders,20,8,12,9,14,10,13
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Customer segmentation,Late night orders,4,1,2,4,2,2,0
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Ads,Sales from ads (Rs),9282.25,5293.5,9446.1,4869.5,6669.81,4181,5680.8
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Ads,Ads CTR (%),6.7,5.5,5.5,5.5,7,5.7,5.9
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Ads,Ads impressions,3588,4589,3889,4802,4315,6170,2416
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Ads,Ads menu opens,241,252,215,262,304,349,142
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Ads,Ads orders,29,16,23,11,20,13,17
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Ads,Ads spend (Rs),1847.0000610351562,2248.7967681884766,1743.0001220703125,1802.1017761230469,2226.3984375,2686.1018981933594,968.2966613769531
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Ads,Ads ROI,7.640362497925977,3.4258320311470274,6.230062673261218,3.136892752062864,4.193768663655918,2.1648471355130274,8.45505342170424
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Offers,Orders with offers,8536.25,5987.5,2587.1,5747.84,6836.31,4173,6288.3
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Offers,Gross sales from offers (Rs),36,19,9,11,21,12,19
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Offers,Discount given (Rs),6233.5,2750.5,1634.900001525879,1756.1679992675781,3181.7099933624268,2233,3454.699996948242
20919286,Deccan Platters,Koramangala 6th Block,Bengaluru,Offers,Effective discount (%),73.02386879484551,45.937369519832984,63.19430790509403,30.553530491584134,46.54133540012248,53.51066379103762,54.938538305266526
21676789,Cabaana Kitchen & Bar,Preet Vihar,Delhi NCR,Sales,Delivered orders,3,3,1,2,1,2,2
21676789,Cabaana Kitchen & Bar,Preet Vihar,Delhi NCR,Sales,Sales (Rs),3224.5,1905,870,1575,495,680,898
