Restaurant ID,Restaurant name,Subzone,City,Overview,Metric,Mar 2026,Apr 2026,May 2026
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer experience,FOR accuracy (%),83.4,81.6,80.9
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer funnel,Impressions,243334,265573,225958
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer funnel,Impressions to menu (%),10.3,10.5,11.8
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer funnel,Menu opens,25127,27817,26609
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer funnel,Menu to cart (%),36.9,36.2,35.8
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer funnel,Cart builds,9262,10077,9518
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer funnel,Cart to orders (%),31.1,31.2,31.2
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer funnel,Placed Orders,2882,3139,2971
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer segmentation,New user orders,1741,1886,1644
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer segmentation,Repeat user orders,677,912,954
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer segmentation,Lapsed user orders,464,341,373
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer segmentation,Breakfast orders,192,150,185
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer segmentation,Lunch orders,676,891,879
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer segmentation,Snacks orders,220,249,205
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer segmentation,Dinner orders,1021,945,811
20558203,Bikaner Express,Gomti Nagar,Lucknow,Customer segmentation,Late night orders,773,904,891
20558203,Bikaner Express,Gomti Nagar,Lucknow,Ads,Sales from ads (Rs),671777.45,652830.9099999999,621249.3089999999
20558203,Bikaner Express,Gomti Nagar,Lucknow,Ads,Ads CTR (%),10.4,10.2,11.7
20558203,Bikaner Express,Gomti Nagar,Lucknow,Ads,Ads impressions,208440,226291,189321
20558203,Bikaner Express,Gomti Nagar,Lucknow,Ads,Ads menu opens,21678,23149,22084
20558203,Bikaner Express,Gomti Nagar,Lucknow,Ads,Ads orders,2510,2633,2493
20558203,Bikaner Express,Gomti Nagar,Lucknow,Ads,Ads spend (Rs),96621.21393203735,119069.90299367905,120564.00702571869
20558203,Bikaner Express,Gomti Nagar,Lucknow,Ads,Ads ROI,9.141694293152783,8.020019887399203,7.654484557759734
20558203,Bikaner Express,Gomti Nagar,Lucknow,Offers,Orders with offers,653970.3,600218.75,618529.6
20558203,Bikaner Express,Gomti Nagar,Lucknow,Offers,Gross sales from offers (Rs),2515,2574,2605
20558203,Bikaner Express,Gomti Nagar,Lucknow,Offers,Discount given (Rs),244797.59984397888,350614.0411140993,347269.2517840266
20558203,Bikaner Express,Gomti Nagar,Lucknow,Offers,Effective discount (%),37.43252486617715,58.41437661087717,56.14431997239043
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Sales,Delivered orders,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Sales,Sales (Rs),0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Sales,Market share (%),0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer experience,Average rating,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer experience,Rated orders,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer experience,Bad orders,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer experience,Rejected orders,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer experience,KPT+10 delayed orders,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer experience,Poor rated orders,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer experience,Total complaints,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer experience,Non-refunded complaints,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer experience,Total complaints - Poor packaging,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer experience,Total complaints - Poor quality,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer experience,Total complaints - Wrong order,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer experience,Total complaints - Missing items,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer experience,Self logs other ors,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer experience,Lost sales (Rs),0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer experience,Online %,2.86,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer experience,Offline time (in hours),361,359,371
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer experience,KPT (in minutes),0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer experience,FOR accuracy (%),0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer funnel,Impressions,2293,1418,1098
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer funnel,Impressions to menu (%),0.6,0.2,0.6
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer funnel,Menu opens,13,3,7
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer funnel,Menu to cart (%),15.4,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer funnel,Cart builds,2,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer funnel,Cart to orders (%),0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer funnel,Placed Orders,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer segmentation,New user orders,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer segmentation,Repeat user orders,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer segmentation,Lapsed user orders,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer segmentation,Breakfast orders,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer segmentation,Lunch orders,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer segmentation,Snacks orders,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer segmentation,Dinner orders,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Customer segmentation,Late night orders,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Ads,Sales from ads (Rs),0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Ads,Ads CTR (%),0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Ads,Ads impressions,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Ads,Ads menu opens,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Ads,Ads orders,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Ads,Ads spend (Rs),0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Ads,Ads ROI,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Offers,Orders with offers,0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Offers,Gross sales from offers (Rs),0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Offers,Discount given (Rs),0,0,0
22354974,Ustaad Beliram Mutton Wale,Sector 61,Delhi NCR,Offers,Effective discount (%),0,0,0
22394672,Sawariya Mithai,PG Road,Hyderabad,Sales,Delivered orders,104,59,65
22394672,Sawariya Mithai,PG Road,Hyderabad,Sales,Sales (Rs),29615.100036621094,14771.849948883057,15750.92985534668
22394672,Sawariya Mithai,PG Road,Hyderabad,Sales,Market share (%),0,0,0
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer experience,Average rating,4.290322765227287,4.300000190734863,4.300000190734863
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer experience,Rated orders,19,12,15
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer experience,Bad orders,11,3,8
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer experience,Rejected orders,3,1,0
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer experience,KPT+10 delayed orders,5,1,2
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer experience,Poor rated orders,2,1,5
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer experience,Total complaints,2,0,3
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer experience,Non-refunded complaints,1,0,2
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer experience,Total complaints - Poor packaging,1,0,0
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer experience,Total complaints - Poor quality,1,0,2
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer experience,Total complaints - Wrong order,0,0,0
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer experience,Total complaints - Missing items,1,0,1
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer experience,Self logs other ors,1,1,2
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer experience,Lost sales (Rs),1570,57.15,0
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer experience,Online %,93.68,99.24,99.89
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer experience,Offline time (in hours),28,3,0
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer experience,KPT (in minutes),5.4497,5.8583,11.4118
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer experience,FOR accuracy (%),74.3,73.8,72.3
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer funnel,Impressions,105077,21197,17439
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer funnel,Impressions to menu (%),3.3,5,6.9
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer funnel,Menu opens,3422,1054,1208
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer funnel,Menu to cart (%),14.5,19.2,21.6
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer funnel,Cart builds,497,202,261
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer funnel,Cart to orders (%),21.9,30.2,24.9
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer funnel,Placed Orders,109,61,65
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer segmentation,New user orders,90,39,40
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer segmentation,Repeat user orders,19,20,22
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer segmentation,Lapsed user orders,0,2,3
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer segmentation,Breakfast orders,15,6,7
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer segmentation,Lunch orders,39,19,11
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer segmentation,Snacks orders,14,12,11
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer segmentation,Dinner orders,40,24,36
22394672,Sawariya Mithai,PG Road,Hyderabad,Customer segmentation,Late night orders,1,0,0
22394672,Sawariya Mithai,PG Road,Hyderabad,Ads,Sales from ads (Rs),19567.7,4533,0
22394672,Sawariya Mithai,PG Road,Hyderabad,Ads,Ads CTR (%),2.5,2.5,0
22394672,Sawariya Mithai,PG Road,Hyderabad,Ads,Ads impressions,101119,4137,0
22394672,Sawariya Mithai,PG Road,Hyderabad,Ads,Ads menu opens,2566,103,0
22394672,Sawariya Mithai,PG Road,Hyderabad,Ads,Ads orders,67,8,0
22394672,Sawariya Mithai,PG Road,Hyderabad,Ads,Ads spend (Rs),18397.500968933105,795.0000152587891,0
22394672,Sawariya Mithai,PG Road,Hyderabad,Ads,Ads ROI,1.0756352198821266,5.70188668301398,0
22394672,Sawariya Mithai,PG Road,Hyderabad,Offers,Orders with offers,13444.3,5211.19,12374.51
22394672,Sawariya Mithai,PG Road,Hyderabad,Offers,Gross sales from offers (Rs),36,26,51
22394672,Sawariya Mithai,PG Road,Hyderabad,Offers,Discount given (Rs),384.69999504089355,1041.3990106582642,1036.3940043449402
22394672,Sawariya Mithai,PG Road,Hyderabad,Offers,Effective discount (%),2.8614357060585913,19.9839004597334,8.375232829214184
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Sales,Delivered orders,915,1080,539
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Sales,Sales (Rs),230403.640625,300751.2607421875,160201.64013671875
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Sales,Market share (%),0,0,0
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer experience,Average rating,4.069419337857154,3.910533324877421,3.8898774193179224
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer experience,Rated orders,122,164,75
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer experience,Bad orders,79,89,30
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer experience,Rejected orders,1,1,0
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer experience,KPT+10 delayed orders,41,29,2
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer experience,Poor rated orders,33,37,18
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer experience,Total complaints,12,32,13
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer experience,Non-refunded complaints,5,20,6
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer experience,Total complaints - Poor packaging,1,7,4
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer experience,Total complaints - Poor quality,8,14,7
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer experience,Total complaints - Wrong order,4,11,5
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer experience,Total complaints - Missing items,0,4,1
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer experience,Self logs other ors,41,29,21
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer experience,Lost sales (Rs),243.6,152,0
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer experience,Online %,99.73,100,100
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer experience,Offline time (in hours),0,0,0
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer experience,KPT (in minutes),15.791,14.9633,13.5314
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer experience,FOR accuracy (%),89.5,92.1,92.7
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer funnel,Impressions,74904,142891,81840
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer funnel,Impressions to menu (%),9.8,7.5,8
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer funnel,Menu opens,7364,10675,6574
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer funnel,Menu to cart (%),44.8,37.7,34.8
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer funnel,Cart builds,3298,4026,2287
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer funnel,Cart to orders (%),28.2,27.3,24.1
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer funnel,Placed Orders,929,1101,551
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer segmentation,New user orders,451,580,208
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer segmentation,Repeat user orders,368,417,258
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer segmentation,Lapsed user orders,110,104,85
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer segmentation,Breakfast orders,0,0,0
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer segmentation,Lunch orders,133,77,101
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer segmentation,Snacks orders,62,80,35
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer segmentation,Dinner orders,447,597,280
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Customer segmentation,Late night orders,287,347,135
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Ads,Sales from ads (Rs),166832.44000000003,263267.63,127646.73
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Ads,Ads CTR (%),10.7,7.3,8.3
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Ads,Ads impressions,49693,128965,61230
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Ads,Ads menu opens,5317,9364,5108
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Ads,Ads orders,657,933,420
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Ads,Ads spend (Rs),34560.54399204254,49421.27256774902,43072.00257110596
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Ads,Ads ROI,6.622494138191176,7.23965574762407,4.111208892775964
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Offers,Orders with offers,220074.44,234905.9,140059.55
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Offers,Gross sales from offers (Rs),893,929,490
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Offers,Discount given (Rs),82499.69994354248,103522.48995947093,58509.459981918335
18980129,Suraj Chinese Corner,Matunga East,Mumbai,Offers,Effective discount (%),37.48717973823856,44.069768875583954,41.774703179738765
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Sales,Delivered orders,46,66,68
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Sales,Sales (Rs),25286.75,38606,37461.90002441406
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Sales,Market share (%),0,0,0
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer experience,Average rating,4.504896717686807,4.486946662267049,4.487741947174072
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer experience,Rated orders,5,4,9
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer experience,Bad orders,0,2,3
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer experience,Rejected orders,0,0,1
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer experience,KPT+10 delayed orders,0,2,0
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer experience,Poor rated orders,0,1,0
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer experience,Total complaints,0,0,2
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer experience,Non-refunded complaints,0,0,1
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer experience,Total complaints - Poor packaging,0,0,0
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer experience,Total complaints - Poor quality,0,0,1
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer experience,Total complaints - Wrong order,0,0,0
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer experience,Total complaints - Missing items,0,0,1
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer experience,Self logs other ors,0,0,0
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer experience,Lost sales (Rs),0,0,730
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer experience,Online %,93.39,95.9,85.43
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer experience,Offline time (in hours),17,10,36
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer experience,KPT (in minutes),6.6291,6.2839,6.6059
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer experience,FOR accuracy (%),95.7,89.4,97.1
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer funnel,Impressions,3887,3450,28478
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer funnel,Impressions to menu (%),9.7,9.9,4.3
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer funnel,Menu opens,378,342,1238
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer funnel,Menu to cart (%),23.5,27.8,10.9
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer funnel,Cart builds,89,95,135
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer funnel,Cart to orders (%),51.7,69.5,51.1
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer funnel,Placed Orders,46,66,69
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer segmentation,New user orders,12,26,32
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer segmentation,Repeat user orders,24,33,29
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer segmentation,Lapsed user orders,10,7,8
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer segmentation,Breakfast orders,0,0,0
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer segmentation,Lunch orders,28,40,41
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer segmentation,Snacks orders,1,3,8
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer segmentation,Dinner orders,17,23,20
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Customer segmentation,Late night orders,0,0,0
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Ads,Sales from ads (Rs),0,0,25699.4
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Ads,Ads CTR (%),0,0,4
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Ads,Ads impressions,0,0,26371
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Ads,Ads menu opens,0,0,1058
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Ads,Ads orders,0,0,49
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Ads,Ads spend (Rs),0,0,11583.000549316406
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Ads,Ads ROI,0,0,2.228783456418258
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Offers,Orders with offers,0,0,943.4
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Offers,Gross sales from offers (Rs),0,0,1
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Offers,Discount given (Rs),0,0,116.5999984741211
20709465,GGB - Green Grain Bowl,Porvorim,Goa,Offers,Effective discount (%),0,0,12.359550080204878
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Sales,Delivered orders,7,6,6
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Sales,Sales (Rs),2814,998.3000030517578,1710.8999938964844
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Sales,Market share (%),0,0,0
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer experience,Average rating,3.0690129033980833,2.7031566778818767,2.7339645047341623
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer experience,Rated orders,1,0,0
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer experience,Bad orders,0,0,0
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer experience,Rejected orders,0,0,0
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer experience,KPT+10 delayed orders,0,0,0
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer experience,Poor rated orders,0,0,0
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer experience,Total complaints,0,0,0
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer experience,Non-refunded complaints,0,0,0
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer experience,Total complaints - Poor packaging,0,0,0
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer experience,Total complaints - Poor quality,0,0,0
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer experience,Total complaints - Wrong order,0,0,0
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer experience,Total complaints - Missing items,0,0,0
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer experience,Self logs other ors,0,0,0
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer experience,Lost sales (Rs),0,0,0
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer experience,Online %,98.8,100,100
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer experience,Offline time (in hours),4,0,0
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer experience,KPT (in minutes),19.6557,12.995,22.475
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer experience,FOR accuracy (%),100,66.7,66.7
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer funnel,Impressions,1707,1684,1485
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer funnel,Impressions to menu (%),3.7,2.9,4.8
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer funnel,Menu opens,63,48,72
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer funnel,Menu to cart (%),28.6,39.6,27.8
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer funnel,Cart builds,18,19,20
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer funnel,Cart to orders (%),38.9,31.6,30
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer funnel,Placed Orders,7,6,6
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer segmentation,New user orders,6,6,5
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer segmentation,Repeat user orders,1,0,1
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer segmentation,Lapsed user orders,0,0,0
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer segmentation,Breakfast orders,0,0,0
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer segmentation,Lunch orders,1,3,3
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer segmentation,Snacks orders,2,0,1
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer segmentation,Dinner orders,4,3,2
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Customer segmentation,Late night orders,0,0,0
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Ads,Sales from ads (Rs),1076,494,587.9
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Ads,Ads CTR (%),25.9,66.7,54.3
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Ads,Ads impressions,54,27,35
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Ads,Ads menu opens,14,18,19
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Ads,Ads orders,2,3,2
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Ads,Ads spend (Rs),182.06780242919922,124.35594081878662,257.8559522628784
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Ads,Ads ROI,5.909886238223942,5.1786830268000354,3.0055540436386927
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Offers,Orders with offers,1579,720.3,1282.9
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Offers,Gross sales from offers (Rs),4,4,4
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Offers,Discount given (Rs),367,272.70000076293945,437.0999984741211
22021589,Vibes & Bites Cafe,"Majiwada, Thane West",Mumbai,Offers,Effective discount (%),23.24255858138062,37.85922607030779,34.0712440685904
22553980,Udipi's Upahar,Krishna Nagar,Delhi NCR,Sales,Delivered orders,16,33,282
